scenario,distribution,sample_size,data_type,id,replicate,obs_type,error
growth,short,200,exponential,271,3,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,272,4,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,273,5,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,274,6,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,275,7,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,276,8,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,277,9,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,278,10,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,279,11,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,280,12,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,281,13,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,282,14,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,283,15,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,284,16,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,285,17,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,286,18,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,287,19,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
growth,short,200,exponential,288,20,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,289,1,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,290,2,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,291,3,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,292,4,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,293,5,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,294,6,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,295,7,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,296,8,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,297,9,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,298,10,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,299,11,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,300,12,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,301,13,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,302,14,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,303,15,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,304,16,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,305,17,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,306,18,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,307,19,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,long,200,exponential,308,20,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,309,1,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,310,2,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,311,3,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,312,4,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,313,5,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,314,6,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,315,7,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,316,8,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,317,9,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,318,10,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,319,11,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,320,12,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,321,13,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,322,14,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,323,15,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,324,16,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,325,17,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,326,18,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,327,19,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,medium,200,exponential,328,20,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,329,1,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,330,2,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,331,3,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,332,4,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,333,5,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,334,6,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,335,7,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,336,8,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,337,9,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,338,10,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,339,11,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,340,12,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,341,13,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,342,14,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,343,15,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,344,16,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,345,17,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,346,18,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,347,19,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
stable,short,200,exponential,348,20,,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
120 days,,834,ebola_case_study,349,,real-time,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
120 days,,1032,ebola_case_study,350,,retrospective,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
180 days,,3149,ebola_case_study,351,,real-time,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
180 days,,3532,ebola_case_study,352,,retrospective,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
240 days,,2399,ebola_case_study,353,,real-time,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
240 days,,2483,ebola_case_study,354,,retrospective,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
60 days,,401,ebola_case_study,355,,real-time,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
60 days,,428,ebola_case_study,356,,retrospective,Assertion on 'stan_file' failed: File does not exist: '/home/seabbs/Dropbox/academic/projects/dynamicaltruncation/data/models/dynamical_and_censoring_adjusted_real_time_incidence.stan'.
